80.566323	-156.55546
82.771494	-157.3906
88.808451	-159.64178
97.809355	-162.92762
108.90637	-166.86676
121.23166	-171.07783
133.91739	-175.17947
146.09572	-178.7903
156.89882	-181.52896
175.55982	-182.7555
210.02764	-183.7842
243.22885	-184.4918
258.09002	-184.75506
272.14818	-184.99628
285.14112	-184.34904
297.10637	-182.85157
308.08142	-180.5421
318.1038	-177.45887
327.21102	-173.6401
335.44058	-169.12403
342.83001	-163.9489
349.4168	-158.15293
355.23848	-151.77435
360.33256	-144.8514
364.73655	-137.42231
368.48795	-129.52531
371.62429	-121.19863
374.18308	-112.48051
376.20182	-103.40917
376.57352	33.263134
